applicant_id,applicant_name,ssn,email,street_address,zip,birth_date,region,annual_income,debt_to_income,credit_history_years,delinquencies_2y,employment_years,loan_amount,area_risk_score,collections_flag_post_decision,repaid
APP01399,Carlos Moore,908-57-8440,carlos.moore594@example.com,5960 Hillcrest Way,96194,1988-02-20,rural,71200.0,0.365,4.2,1,2.7,29600.0,77.2,1,0
APP01400,Olivia Chen,939-41-4770,olivia.chen155@example.com,1320 Cedar Ln,90520,1950-01-26,metro,29100.0,0.381,11.1,0,8.2,19000.0,35.5,0,0
APP01401,Chloe Ali,918-18-5518,chloe.ali862@example.com,3387 Oak St,91735,2000-08-21,metro,54800.0,0.21,6.4,0,9.4,26000.0,26.1,0,1
APP01402,Maria Chen,960-65-4722,maria.chen917@example.com,9744 Elm Dr,90467,1964-05-08,metro,50800.0,0.594,6.0,0,1.9,23000.0,46.1,1,0
APP01403,Carlos Nguyen,977-35-4330,carlos.nguyen319@example.com,9864 Maple Ave,96179,1960-10-18,rural,47200.0,0.374,8.0,0,3.3,31500.0,62.1,1,0
APP01404,James Johnson,977-63-3286,james.johnson101@example.com,8589 Elm Dr,90272,1998-11-18,metro,65600.0,0.443,2.1,1,8.5,22000.0,41.6,0,0
APP01405,Aisha Davis,986-77-9958,aisha.davis363@example.com,6915 Lakeview Blvd,90799,1984-04-15,metro,98300.0,0.172,6.4,0,9.2,37600.0,20.6,0,1
APP01406,Omar Johnson,976-38-5058,omar.johnson665@example.com,6941 Hillcrest Way,90197,1988-01-31,metro,,0.407,11.6,0,5.3,13500.0,16.7,0,1
APP01407,Daniel Lee,905-80-8673,daniel.lee62@example.com,826 Cedar Ln,91730,1960-07-16,metro,41300.0,0.34,2.0,3,6.6,24800.0,36.7,1,0
APP01408,Alex Singh,978-49-5196,alex.singh369@example.com,5098 Pine Rd,91807,1960-12-04,metro,79900.0,0.484,3.3,0,12.7,30300.0,36.6,0,1
APP01409,Alex Taylor,948-29-9646,alex.taylor256@example.com,6275 Lakeview Blvd,96003,1951-12-24,rural,46100.0,0.514,9.5,4,5.4,38400.0,74.9,1,0
APP01410,Mateo Johnson,947-45-8218,mateo.johnson429@example.com,1739 Lakeview Blvd,91262,1956-04-10,metro,66000.0,0.253,8.6,1,12.9,17700.0,17.7,0,1
APP01411,Olivia Martinez,979-41-6055,olivia.martinez119@example.com,443 Maple Ave,91059,1978-10-25,metro,47800.0,0.091,5.1,1,4.4,13600.0,7.0,1,0
APP01412,James Johnson,995-24-7610,james.johnson627@example.com,2141 Lakeview Blvd,90717,1987-08-02,metro,45900.0,0.609,2.9,1,10.0,16500.0,16.5,0,0
APP01413,Mateo Patel,942-62-9694,mateo.patel118@example.com,6492 Hillcrest Way,96094,1963-02-23,rural,53100.0,0.39,7.6,1,8.1,14500.0,77.1,1,0
APP01414,Hiro Ramirez,918-93-2772,hiro.ramirez754@example.com,1608 Lakeview Blvd,90541,1960-08-24,metro,69100.0,0.329,4.2,1,2.7,28500.0,30.9,1,0
APP01415,Omar Davis,972-78-8914,omar.davis812@example.com,2650 Pine Rd,90195,1979-05-12,metro,55300.0,0.372,1.4,0,5.9,14600.0,34.3,1,0
APP01416,Linh Garcia,958-10-4619,linh.garcia822@example.com,9360 Pine Rd,91802,1985-11-12,metro,70900.0,0.026,3.5,1,3.6,24000.0,28.3,0,1
APP01417,Mateo Lopez,922-71-7947,mateo.lopez876@example.com,2534 Cedar Ln,90676,1986-10-13,metro,56700.0,0.353,26.2,1,3.5,18300.0,50.6,0,1
APP01418,Emma Johnson,913-48-8927,emma.johnson22@example.com,4967 Elm Dr,90403,1995-01-15,metro,99600.0,0.254,6.7,0,10.9,26200.0,42.2,0,1
APP01419,Maria Nguyen,959-35-9117,maria.nguyen251@example.com,2031 Hillcrest Way,90437,1974-01-27,metro,54100.0,0.191,17.2,0,19.8,19600.0,50.8,0,1
APP01420,Alex Smith,999-14-1697,alex.smith454@example.com,1662 Hillcrest Way,95907,1997-08-13,rural,106000.0,0.394,1.9,0,2.0,13400.0,77.3,1,0
APP01421,Aisha Hernandez,954-70-9386,aisha.hernandez661@example.com,3762 Maple Ave,91302,1968-02-28,metro,48300.0,0.359,8.3,0,12.1,16300.0,20.6,1,0
APP01422,Kevin Johnson,989-34-4299,kevin.johnson945@example.com,4623 Maple Ave,90240,1955-04-06,metro,42000.0,0.4,3.7,0,4.1,18400.0,27.5,1,0
APP01423,Kevin Moore,978-98-3768,kevin.moore547@example.com,2809 Oak St,90602,2000-06-06,metro,88100.0,0.377,2.0,0,5.8,36300.0,40.4,0,1
APP01424,Ravi Johnson,927-59-6894,ravi.johnson467@example.com,6167 Cedar Ln,91728,1971-04-30,metro,67800.0,0.47,4.9,1,4.0,36600.0,44.0,1,0
APP01425,Emma Patel,967-97-3475,emma.patel160@example.com,7936 Pine Rd,91194,1993-01-07,metro,95800.0,0.276,9.0,0,3.4,30500.0,41.6,0,1
APP01426,Chloe Martinez,988-97-3627,chloe.martinez875@example.com,2136 Lakeview Blvd,90572,1968-07-09,metro,83700.0,0.364,3.8,0,5.5,12200.0,45.2,0,1
APP01427,Aisha Ramirez,905-97-4189,aisha.ramirez28@example.com,858 Pine Rd,90004,1953-09-20,metro,63400.0,0.467,4.7,0,12.5,16900.0,42.8,0,1
APP01428,Mateo Davis,940-65-6699,mateo.davis572@example.com,8807 Elm Dr,90544,1952-03-06,metro,38900.0,0.397,7.9,1,1.5,23700.0,18.8,0,0
APP01429,Aisha Moore,960-49-8365,aisha.moore193@example.com,8252 Pine Rd,96174,1974-08-07,rural,92900.0,0.516,4.2,0,3.6,33300.0,73.4,1,0
APP01430,Daniel Davis,939-96-7170,daniel.davis804@example.com,2011 Lakeview Blvd,91302,1965-07-23,metro,35500.0,0.129,6.3,0,4.1,23900.0,24.1,0,1
APP01431,Chloe Patel,941-37-6987,chloe.patel141@example.com,8913 Pine Rd,96175,1987-04-12,rural,39800.0,0.419,8.3,0,10.7,22600.0,60.1,1,0
APP01432,Omar Brown,999-48-1404,omar.brown813@example.com,8913 Lakeview Blvd,90018,1959-07-01,metro,92100.0,0.399,8.2,2,15.6,8500.0,33.1,0,1
APP01433,Olivia Martinez,904-80-5619,olivia.martinez113@example.com,5637 Oak St,91930,1986-11-03,metro,39200.0,0.498,6.6,1,6.2,26200.0,41.9,0,0
APP01434,Daniel Moore,973-23-4026,daniel.moore456@example.com,5462 Maple Ave,96050,1960-12-06,rural,94700.0,0.256,9.1,0,2.0,22900.0,80.4,0,1
APP01435,Maria Lee,977-97-2062,maria.lee670@example.com,6197 Oak St,90901,1999-02-24,metro,53100.0,0.5,7.7,0,12.1,30400.0,37.9,1,0
APP01436,Emma Patel,992-87-2794,emma.patel646@example.com,1186 Elm Dr,91847,1961-07-17,metro,45700.0,0.472,14.4,1,12.1,35900.0,24.7,0,0
APP01437,Maria Clark,907-16-1379,maria.clark239@example.com,1611 Oak St,91771,1968-08-11,metro,51700.0,0.31,5.6,1,10.3,25200.0,30.8,0,1
APP01438,Maria Lopez,980-48-3946,maria.lopez470@example.com,3034 Hillcrest Way,91577,1986-12-22,metro,80400.0,0.444,8.3,0,4.8,18700.0,44.0,0,1
APP01439,Carlos Ramirez,918-46-8197,carlos.ramirez986@example.com,1952 Maple Ave,96179,1971-07-08,rural,124600.0,0.215,6.9,0,4.6,26300.0,71.6,0,1
APP01440,James Patel,955-45-1920,james.patel333@example.com,6480 Oak St,90151,1983-02-06,metro,34900.0,0.183,12.3,0,5.7,25900.0,30.1,1,0
APP01441,James Brown,907-40-1864,james.brown903@example.com,7865 Hillcrest Way,91294,1972-11-01,metro,30600.0,0.314,3.1,0,,23300.0,51.3,1,0
APP01442,Grace Moore,918-83-4816,grace.moore129@example.com,7148 Elm Dr,90254,1981-11-04,metro,75200.0,0.451,5.7,0,5.8,22700.0,31.3,1,0
APP01443,Omar Martinez,905-18-3594,omar.martinez256@example.com,1058 Maple Ave,90528,1959-01-27,metro,54400.0,0.408,4.2,1,14.5,24500.0,47.7,1,0
APP01444,Maria Clark,968-62-1766,maria.clark577@example.com,2021 Oak St,90189,1986-11-29,metro,41200.0,0.304,22.6,1,17.4,13900.0,27.3,1,0
APP01445,Kevin Taylor,945-68-1722,kevin.taylor639@example.com,1171 Maple Ave,91897,1956-04-13,metro,73300.0,0.428,13.0,0,1.9,22800.0,22.5,0,1
APP01446,Daniel Ramirez,939-23-9996,daniel.ramirez66@example.com,2680 Oak St,91098,1992-01-01,metro,,0.389,12.7,0,1.3,19400.0,28.1,0,1
APP01447,Alex Chen,930-97-2385,alex.chen81@example.com,5994 Pine Rd,91777,1985-03-04,metro,51200.0,0.203,3.6,0,3.4,13200.0,39.8,0,1
APP01448,Alex Wilson,939-86-9097,alex.wilson698@example.com,7989 Cedar Ln,96187,1960-09-24,rural,20800.0,0.156,21.9,3,7.3,16800.0,66.1,1,0
APP01449,Linh Smith,953-55-8378,linh.smith369@example.com,2139 Pine Rd,95926,1992-09-21,rural,61800.0,0.289,2.3,1,6.5,26900.0,72.1,1,0
APP01450,Sofia Moore,965-65-5989,sofia.moore478@example.com,4068 Pine Rd,90832,1951-10-13,metro,75100.0,0.366,9.8,1,4.0,18700.0,46.7,0,1
APP01451,Carlos Clark,997-61-3538,carlos.clark933@example.com,7619 Hillcrest Way,90902,1971-12-28,metro,52300.0,0.198,3.2,2,8.9,21800.0,31.6,0,1
APP01452,Daniel Wilson,964-43-3596,daniel.wilson838@example.com,8156 Elm Dr,90820,1977-03-21,metro,48400.0,0.212,8.7,1,7.5,33000.0,40.4,1,0
APP01453,Hiro Clark,991-85-5653,hiro.clark704@example.com,9414 Elm Dr,91289,1957-01-07,metro,95400.0,0.391,4.4,1,4.4,8800.0,27.3,1,0
APP01454,Kevin Martinez,996-63-7550,kevin.martinez101@example.com,4698 Cedar Ln,95974,1999-08-09,rural,37800.0,0.239,6.0,1,13.1,23100.0,84.3,0,0
APP01455,Daniel Kim,931-27-1881,daniel.kim225@example.com,1523 Pine Rd,91377,1964-02-03,metro,70000.0,0.479,12.5,0,,19200.0,38.3,0,0
APP01456,Maria Patel,933-55-8637,maria.patel795@example.com,7954 Hillcrest Way,91653,1964-03-09,metro,82900.0,0.273,3.6,1,2.2,14000.0,35.6,0,1
APP01457,Chloe Kim,990-39-3894,chloe.kim807@example.com,4614 Maple Ave,90388,1991-08-30,metro,60200.0,0.37,2.0,0,2.5,27100.0,37.8,0,1
APP01458,Olivia Wilson,959-93-7966,olivia.wilson961@example.com,4961 Cedar Ln,96035,1970-07-23,rural,58700.0,0.286,10.4,1,8.8,8600.0,98.6,0,1
APP01459,Ravi Martinez,933-97-5468,ravi.martinez815@example.com,1097 Cedar Ln,91731,1954-02-17,metro,36500.0,0.392,5.0,0,4.7,23200.0,22.7,0,1
APP01460,Mateo Lopez,906-84-9321,mateo.lopez931@example.com,6010 Hillcrest Way,96051,1986-04-01,rural,52300.0,0.185,2.8,1,0.7,16800.0,71.5,1,0
APP01461,Olivia Ali,997-78-2571,olivia.ali361@example.com,152 Oak St,91944,1958-07-12,metro,90100.0,0.531,17.4,3,6.8,24600.0,35.1,1,0
APP01462,Emma Ramirez,968-64-7080,emma.ramirez711@example.com,8749 Cedar Ln,90947,1959-04-10,metro,40700.0,0.417,4.1,0,7.1,19300.0,27.3,1,0
APP01463,Hiro Lopez,998-89-2337,hiro.lopez5@example.com,3526 Elm Dr,90608,1960-11-17,metro,60600.0,0.23,19.5,1,6.4,30100.0,36.3,0,1
APP01464,Alex Kim,916-37-4512,alex.kim507@example.com,8394 Maple Ave,95946,1993-09-13,rural,28000.0,0.393,6.3,0,2.9,32300.0,65.8,1,0
APP01465,Grace Moore,948-78-3784,grace.moore268@example.com,8324 Oak St,90695,1978-12-03,metro,52700.0,0.078,7.8,1,6.8,14800.0,44.1,0,1
APP01466,Grace Johnson,999-54-7781,grace.johnson443@example.com,7523 Hillcrest Way,91361,1998-05-16,metro,27600.0,0.447,7.9,0,15.9,8700.0,45.0,1,0
APP01467,Kevin Kim,909-47-7186,kevin.kim954@example.com,2005 Lakeview Blvd,90579,1976-02-03,metro,43300.0,0.395,9.1,0,,24400.0,24.1,1,0
APP01468,Kevin Moore,902-36-4085,kevin.moore588@example.com,6829 Cedar Ln,90200,1982-11-01,metro,54900.0,0.37,5.6,0,3.4,23100.0,42.5,0,1
APP01469,Sofia Brown,976-18-2393,sofia.brown145@example.com,5907 Elm Dr,90506,1971-11-23,metro,57900.0,0.147,1.2,0,3.8,2200.0,38.0,0,1
APP01470,Olivia Moore,967-45-8250,olivia.moore909@example.com,3091 Lakeview Blvd,91515,1965-03-07,metro,67700.0,0.272,7.9,0,2.0,29400.0,50.3,0,1
APP01471,Olivia Clark,926-43-9886,olivia.clark213@example.com,586 Cedar Ln,91421,1967-12-01,metro,39700.0,0.345,10.7,0,2.3,25400.0,26.7,0,1
APP01472,Alex Patel,986-84-9274,alex.patel996@example.com,1130 Hillcrest Way,90183,1973-12-07,metro,45700.0,0.363,5.4,0,11.1,16000.0,29.8,0,1
APP01473,Hiro Garcia,961-29-2282,hiro.garcia679@example.com,6246 Maple Ave,95982,1957-09-23,rural,48800.0,0.236,3.5,0,6.0,23100.0,70.0,0,0
APP01474,Kevin Martinez,917-99-7046,kevin.martinez213@example.com,493 Cedar Ln,96154,1981-07-28,rural,38700.0,0.303,6.9,0,4.3,16500.0,73.3,0,0
APP01475,Olivia Lopez,971-12-7808,olivia.lopez840@example.com,2223 Hillcrest Way,90143,1981-12-21,metro,56300.0,0.172,27.3,0,6.5,3500.0,32.1,0,1
APP01476,Chloe Ramirez,909-77-3515,chloe.ramirez509@example.com,5326 Cedar Ln,90321,1993-10-29,metro,55700.0,0.338,20.2,0,13.8,40800.0,29.5,1,0
APP01477,Priya Clark,920-31-7262,priya.clark859@example.com,9206 Lakeview Blvd,90080,1951-01-05,metro,75000.0,0.23,16.6,2,3.3,20600.0,41.8,0,1
APP01478,James Brown,987-97-5254,james.brown897@example.com,2243 Elm Dr,90582,1979-12-13,metro,115400.0,0.296,4.7,0,5.8,15900.0,36.8,0,1
APP01479,Daniel Garcia,977-16-8600,daniel.garcia818@example.com,8360 Hillcrest Way,95982,1955-07-11,rural,55600.0,0.447,17.2,1,3.8,26200.0,78.5,1,0
APP01480,Linh Clark,920-26-9584,linh.clark149@example.com,5908 Maple Ave,96074,1998-03-13,rural,121500.0,0.413,4.2,0,8.1,14600.0,76.4,0,1
APP01481,Kevin Taylor,918-76-3796,kevin.taylor548@example.com,3820 Lakeview Blvd,96152,1992-07-24,rural,67600.0,0.246,13.1,3,5.1,11300.0,80.5,1,0
APP01482,Linh Kim,948-68-1745,linh.kim667@example.com,4187 Lakeview Blvd,91549,1983-09-22,metro,104900.0,0.476,11.4,0,4.7,15500.0,11.7,0,1
APP01483,Aisha Martinez,941-87-6436,aisha.martinez347@example.com,5535 Elm Dr,90798,1983-05-26,metro,65800.0,0.355,6.5,0,2.6,35900.0,28.0,0,1
APP01484,Linh Chen,982-68-8317,linh.chen549@example.com,3288 Pine Rd,95994,1986-06-08,rural,31000.0,0.305,4.8,0,1.9,17800.0,70.1,1,0
APP01485,James Martinez,914-43-8219,james.martinez223@example.com,9451 Hillcrest Way,90852,1996-05-21,metro,77200.0,0.113,5.0,0,15.2,17300.0,40.3,0,1
APP01486,Chloe Kim,992-93-9343,chloe.kim982@example.com,6288 Hillcrest Way,90159,1989-04-04,metro,91400.0,0.261,5.4,0,9.5,26100.0,21.1,0,1
APP01487,Hiro Lopez,995-18-6755,hiro.lopez681@example.com,4074 Lakeview Blvd,90237,1950-03-09,metro,48300.0,0.147,6.4,0,17.0,26700.0,42.0,1,0
APP01488,Carlos Clark,965-30-9994,carlos.clark292@example.com,4707 Maple Ave,91583,2001-01-18,metro,40400.0,0.48,9.0,0,3.5,40700.0,35.4,1,0
APP01489,Omar Kim,993-18-6156,omar.kim288@example.com,6515 Oak St,91030,1966-11-16,metro,90300.0,0.285,14.8,0,4.2,13200.0,30.0,0,1
APP01490,Noah Lopez,987-89-2621,noah.lopez727@example.com,7487 Maple Ave,91745,1950-05-08,metro,33200.0,0.336,7.0,0,1.4,11100.0,45.4,1,0
APP01491,Sofia Moore,906-18-1103,sofia.moore685@example.com,9469 Lakeview Blvd,90299,1978-10-08,metro,65900.0,0.485,8.7,0,2.5,33900.0,50.8,0,0
APP01492,James Ali,920-75-5630,james.ali830@example.com,4339 Cedar Ln,91446,1979-07-16,metro,61500.0,0.094,2.0,0,5.2,29200.0,43.9,1,0
APP01493,Omar Singh,932-32-9172,omar.singh230@example.com,1703 Hillcrest Way,90762,1992-09-23,metro,39800.0,0.325,6.5,1,17.0,25400.0,47.6,1,0
APP01494,Mateo Johnson,917-32-8605,mateo.johnson933@example.com,3638 Elm Dr,95948,1994-10-23,rural,42200.0,0.426,4.8,0,7.3,14400.0,82.6,1,0
APP01495,Linh Taylor,973-85-1337,linh.taylor740@example.com,175 Oak St,91798,1970-01-17,metro,140400.0,0.305,4.6,2,6.3,43100.0,41.5,0,1
APP01496,Carlos Smith,948-78-6318,carlos.smith98@example.com,7670 Hillcrest Way,91008,1993-12-18,metro,96300.0,0.253,11.0,0,6.4,32100.0,42.6,0,1
APP01497,Mateo Chen,961-98-5961,mateo.chen210@example.com,6985 Lakeview Blvd,91355,1983-03-18,metro,37900.0,0.245,3.8,0,7.2,12800.0,20.8,0,1
APP01498,Maria Lee,956-60-2377,maria.lee152@example.com,4599 Hillcrest Way,90672,1991-09-01,metro,51100.0,0.3,8.5,0,8.6,17800.0,46.5,1,0
APP01499,Linh Clark,913-65-8366,linh.clark642@example.com,7848 Pine Rd,90824,1985-10-22,metro,57200.0,0.183,11.5,0,2.8,30300.0,17.9,0,1
APP01500,Aisha Lopez,950-26-9644,aisha.lopez535@example.com,571 Hillcrest Way,91034,1996-02-24,metro,45500.0,0.409,17.9,0,16.6,32900.0,22.1,0,1
APP01501,Alex Martinez,972-94-2717,alex.martinez284@example.com,540 Hillcrest Way,90241,1977-07-23,metro,97200.0,0.417,12.7,1,8.6,17700.0,43.1,0,1
APP01502,Grace Lee,945-22-1695,grace.lee997@example.com,6439 Maple Ave,90584,1969-12-24,metro,62900.0,0.282,20.2,2,5.4,28400.0,28.0,0,1
APP01503,Mateo Hernandez,985-10-6315,mateo.hernandez403@example.com,2411 Hillcrest Way,91254,1989-08-12,metro,61900.0,0.181,5.3,1,18.5,40100.0,24.1,0,1
APP01504,Olivia Chen,912-40-9017,olivia.chen789@example.com,3629 Elm Dr,91603,1972-05-13,metro,54600.0,0.284,14.7,1,4.4,22700.0,32.4,0,1
APP01505,Kevin Moore,902-11-6369,kevin.moore292@example.com,8432 Maple Ave,91463,1998-01-08,metro,100000.0,0.228,9.8,0,6.4,22900.0,39.6,0,1
APP01506,Maria Martinez,937-38-4828,maria.martinez180@example.com,8663 Maple Ave,91730,1951-03-01,metro,116300.0,0.321,10.3,0,3.0,23400.0,36.6,0,1
APP01507,Aisha Wilson,985-38-1018,aisha.wilson744@example.com,2376 Hillcrest Way,96148,1972-11-30,rural,25700.0,0.349,8.7,0,12.0,29200.0,75.9,1,0
APP01508,Mateo Davis,904-68-7919,mateo.davis609@example.com,4077 Maple Ave,96098,1970-09-27,rural,115800.0,0.324,19.6,0,3.9,18700.0,76.3,0,1
APP01509,Mateo Nguyen,944-80-8467,mateo.nguyen190@example.com,3679 Oak St,91762,1987-03-10,metro,114400.0,0.261,6.9,0,5.8,31100.0,32.1,0,1
APP01510,Carlos Martinez,904-98-1960,carlos.martinez740@example.com,3877 Hillcrest Way,91676,1961-10-09,metro,31800.0,0.453,17.2,1,14.1,19800.0,30.4,1,0
APP01511,Carlos Lopez,918-46-2441,carlos.lopez233@example.com,6730 Lakeview Blvd,91088,1971-09-17,metro,80900.0,0.335,8.5,0,2.2,28900.0,39.2,0,1
APP01512,Ravi Smith,939-62-1190,ravi.smith576@example.com,7073 Pine Rd,90231,1982-10-25,metro,102200.0,0.295,13.5,1,4.4,17200.0,42.3,0,1
APP01513,Chloe Brown,942-52-8601,chloe.brown384@example.com,8755 Cedar Ln,91123,1980-05-19,metro,48200.0,0.28,3.1,1,14.1,15000.0,34.2,0,1
APP01514,Daniel Smith,915-34-5751,daniel.smith953@example.com,2506 Pine Rd,90251,1984-07-27,metro,61400.0,0.414,7.4,1,27.7,17500.0,26.6,1,0
APP01515,Alex Singh,963-60-6726,alex.singh395@example.com,3381 Oak St,90574,1961-10-04,metro,49000.0,0.352,5.7,0,8.2,9400.0,31.7,1,0
APP01516,Grace Wilson,906-24-6603,grace.wilson761@example.com,9282 Lakeview Blvd,96138,1955-01-22,rural,63800.0,0.319,5.4,0,6.0,23100.0,58.9,0,1
APP01517,Kevin Chen,965-52-1182,kevin.chen315@example.com,9185 Hillcrest Way,91836,1966-06-20,metro,42100.0,0.488,19.6,0,1.6,31800.0,34.5,1,0
APP01518,Fatima Ramirez,989-82-5363,fatima.ramirez517@example.com,6544 Lakeview Blvd,91158,1963-11-06,metro,121600.0,0.441,5.1,0,5.4,25200.0,46.0,0,1
APP01519,Ravi Moore,930-23-4363,ravi.moore189@example.com,936 Maple Ave,91402,1954-09-08,metro,90700.0,0.301,4.7,1,4.2,31800.0,20.5,0,1
APP01520,Daniel Clark,979-82-6210,daniel.clark319@example.com,1124 Maple Ave,95985,1974-01-25,rural,66700.0,0.096,11.6,1,12.5,15500.0,74.3,0,1
APP01521,Maria Johnson,931-36-2894,maria.johnson694@example.com,9439 Maple Ave,90215,1955-11-19,metro,106000.0,0.334,13.6,2,1.0,27500.0,37.6,0,1
APP01522,Mateo Martinez,987-41-8632,mateo.martinez164@example.com,9995 Hillcrest Way,91007,1978-07-11,metro,64800.0,0.298,11.2,0,3.6,19200.0,60.8,0,1
APP01523,James Clark,970-97-2662,james.clark371@example.com,6329 Pine Rd,90473,1973-08-01,metro,,0.46,26.8,1,2.2,12900.0,15.5,0,1
APP01524,Olivia Hernandez,957-98-8334,olivia.hernandez906@example.com,5846 Maple Ave,91511,1996-12-01,metro,53800.0,0.321,12.5,0,15.5,23800.0,39.6,0,1
APP01525,Maria Davis,961-90-8848,maria.davis365@example.com,6607 Maple Ave,91871,1958-10-07,metro,101300.0,0.4,13.4,0,6.6,27700.0,50.0,0,1
APP01526,Chloe Lee,914-77-5296,chloe.lee196@example.com,8299 Oak St,91668,1999-12-06,metro,67400.0,0.322,12.5,0,1.2,19700.0,24.3,0,1
APP01527,Carlos Ali,959-44-8280,carlos.ali110@example.com,4417 Lakeview Blvd,90304,1964-04-27,metro,56700.0,0.358,5.8,0,7.8,29900.0,41.6,1,0
APP01528,Sofia Nguyen,977-20-4886,sofia.nguyen642@example.com,562 Maple Ave,90537,1978-06-21,metro,74200.0,0.336,4.7,0,5.0,14400.0,29.5,1,1
APP01529,Maria Martinez,911-63-4962,maria.martinez824@example.com,1209 Lakeview Blvd,91488,1987-02-07,metro,49100.0,0.404,11.8,0,16.0,19600.0,51.7,1,0
APP01530,Priya Ali,912-89-9842,priya.ali705@example.com,7131 Lakeview Blvd,91679,1978-01-16,metro,59400.0,0.401,13.0,0,4.6,19000.0,23.0,1,0
APP01531,Maria Garcia,974-62-9957,maria.garcia906@example.com,3969 Maple Ave,91919,1989-10-11,metro,60600.0,0.339,17.1,0,3.6,19800.0,28.8,0,1
APP01532,Daniel Taylor,909-50-6609,daniel.taylor238@example.com,2195 Lakeview Blvd,95998,1978-10-08,rural,62800.0,0.448,6.5,0,14.7,26700.0,67.5,0,0
APP01533,Aisha Davis,965-91-4679,aisha.davis539@example.com,5649 Cedar Ln,95990,1963-04-17,rural,89500.0,0.345,2.9,0,1.9,7200.0,67.4,1,0
APP01534,Grace Kim,945-45-3462,grace.kim792@example.com,1959 Oak St,90933,1952-05-25,metro,85100.0,0.306,9.5,0,6.0,15300.0,38.8,0,1
APP01535,Kevin Ramirez,999-87-4361,kevin.ramirez562@example.com,5513 Oak St,90504,1987-06-17,metro,61500.0,0.401,13.0,2,9.0,27000.0,46.0,1,0
APP01536,Chloe Smith,940-51-1109,chloe.smith582@example.com,5917 Cedar Ln,90392,1950-08-02,metro,88600.0,0.416,9.8,0,8.8,13100.0,31.9,0,1
APP01537,Noah Singh,956-58-2267,noah.singh132@example.com,2768 Oak St,90269,1960-05-23,metro,191100.0,0.491,9.8,1,15.5,29100.0,14.7,0,1
APP01538,Mateo Johnson,924-97-5677,mateo.johnson541@example.com,4941 Pine Rd,91496,1988-04-04,metro,43600.0,0.324,4.5,0,3.9,18900.0,32.4,0,1
APP01539,Olivia Brown,974-78-6505,olivia.brown482@example.com,6770 Cedar Ln,90930,1995-02-04,metro,94200.0,0.231,14.4,0,5.3,34600.0,39.7,0,1
APP01540,Daniel Hernandez,992-95-3492,daniel.hernandez414@example.com,471 Lakeview Blvd,91181,1961-01-02,metro,73600.0,0.244,16.5,2,2.0,34500.0,30.0,0,1
APP01541,Linh Ali,915-93-9146,linh.ali547@example.com,9353 Hillcrest Way,96107,1959-05-01,rural,140600.0,0.416,10.2,0,3.1,27300.0,71.2,0,1
APP01542,Daniel Kim,921-94-3070,daniel.kim76@example.com,397 Lakeview Blvd,96157,1968-07-09,rural,105300.0,0.601,14.1,0,2.5,29900.0,59.1,1,0
APP01543,Omar Patel,963-99-9036,omar.patel123@example.com,7747 Oak St,95904,1994-03-31,rural,64800.0,0.536,6.5,1,18.9,34200.0,72.3,1,0
APP01544,Daniel Davis,932-49-7692,daniel.davis81@example.com,855 Oak St,91151,1971-03-23,metro,66300.0,0.094,11.0,0,11.4,26900.0,22.8,0,1
APP01545,Kevin Chen,908-71-6542,kevin.chen14@example.com,6322 Oak St,90746,1989-02-06,metro,57200.0,0.448,4.7,0,10.4,24700.0,24.6,1,0
APP01546,Sofia Kim,962-84-2171,sofia.kim552@example.com,8516 Maple Ave,91022,1960-09-07,metro,69300.0,0.399,18.1,0,4.9,19300.0,27.5,0,1
APP01547,Maria Garcia,990-24-7713,maria.garcia95@example.com,3669 Lakeview Blvd,91185,1969-05-07,metro,53600.0,0.248,5.4,1,10.9,17900.0,34.0,0,1
APP01548,Emma Kim,973-24-7974,emma.kim174@example.com,8980 Elm Dr,90716,1970-12-06,metro,70600.0,0.259,7.7,0,27.2,16600.0,35.6,0,1
APP01549,Fatima Patel,940-82-5859,fatima.patel444@example.com,5779 Oak St,90125,1963-06-30,metro,39500.0,0.417,4.1,0,10.3,25600.0,37.4,1,0
APP01550,Maria Hernandez,994-72-5727,maria.hernandez821@example.com,5268 Hillcrest Way,91837,1967-06-23,metro,46100.0,0.245,4.5,0,6.5,3800.0,41.4,0,1
APP01551,Omar Lopez,997-16-7895,omar.lopez919@example.com,6311 Pine Rd,90462,1965-09-28,metro,91400.0,0.07,13.2,1,1.4,27900.0,31.8,0,1
APP01552,Olivia Nguyen,974-94-6295,olivia.nguyen503@example.com,4448 Oak St,90659,1959-12-07,metro,46400.0,0.252,5.1,0,5.0,16400.0,46.4,0,0
APP01553,Omar Martinez,903-95-5548,omar.martinez496@example.com,21 Elm Dr,91342,1963-06-03,metro,50200.0,0.317,4.5,0,2.3,7200.0,34.5,1,0
APP01554,Emma Lopez,944-93-7557,emma.lopez76@example.com,3720 Lakeview Blvd,90818,1988-12-27,metro,94500.0,0.248,21.2,0,2.8,13400.0,22.6,0,1
APP01555,Emma Smith,909-57-2567,emma.smith754@example.com,2726 Oak St,91554,1974-03-01,metro,42300.0,0.438,8.7,1,4.4,17700.0,35.2,1,0
APP01556,Kevin Moore,987-28-9968,kevin.moore177@example.com,4845 Cedar Ln,90746,1989-09-21,metro,82100.0,0.406,6.7,1,1.9,24300.0,35.4,1,0
